Chapter Name,Section Name,Verse,Translation
பொருட்பால் , பெருமை ,"மேலிருந்தும்	மேலல்லார்	மேலல்லர்	கீழிருந்தும்			கீழல்லார்	கீழல்	லவர்.	","The men of lofty line, whose souls are mean, are never great The men of lowly birth, when high of soul, are not of low estate. "
பொருட்பால் , பெருமை ,"ஒருமை	மகளிரே	போலப்	பெருமையும்			தன்னைத்தான்	கொண்டொழுகின்	உண்டு.	","Like single-hearted women, greatness too, Exists while to itself is true. "
பொருட்பால் , பெருமை ,"பெருமை	யுடையவர்	ஆற்றுவார்	ஆற்றின்			அருமை	உடைய	செயல்.	","The man endowed with greatness true, Rare deeds in perfect wise will do. "
பொருட்பால் , பெருமை ,"சிறியார்	உணர்ச்சியுள்	இல்லை	பெரியாரைப்			பேணிக்	கொள்	வேம்	என்னும்			நோக்கு.	","'As votaries of the truly great we will ourselves enroll,' Is thought that enters not the mind of men of little soul. "
பொருட்பால் , பெருமை ,"இறப்பே	புரிந்த	தொழிற்றாம்	சிறப்புந்தான்			சீரல்	லவர்கண்	படின்.	","Whene'er distinction lights on some unworthy head, Then deeds of haughty insolence are bred. "
பொருட்பால் , பெருமை ,"பணியுமாம்	என்றும்	பெருமை	சிறுமை			அணியுமாம்	தன்னை	வியந்து.	","Greatness humbly bends, but littleness always Spreads out its plumes, and loads itself with praise. "
பொருட்பால் , பெருமை ,"பெருமை	பெருமிதம்	இன்மை	சிறுமை			பெருமிதம்	ஊர்ந்து	விடல்.	","Greatness is absence of conceit; meanness, we deem, Riding on car of vanity supreme. "
பொருட்பால் , பெருமை ,"அற்றம்	மறைக்கும்	பெருமை	சிறுமைதான்			குற்றமே	கூறி	விடும்.	",Greatness will hide a neighbour's shame; Meanness his faults to all the world proclaim. 
பொருட்பால் , சான்றாண்மை ,"கடன்என்ப	நல்லவை	எல்லாம்	கடன்அறிந்து			சான்றாண்மை	மேற்கொள்	பவர்க்கு.	","All goodly things are duties to the men, they say Who set themselves to walk in virtue's perfect way. "
பொருட்பால் , சான்றாண்மை ,"குணநலம்	சான்றோர்	நலனே	பிறநலம்			எந்நலத்து	உள்ளதூஉம்	அன்று.	","The good of inward excellence they claim, The perfect men; all other good is only good in name. "
பொருட்பால் , சான்றாண்மை ,"அன்புநாண்	ஒப்புரவு	கண்ணோட்டம்	வாய்மையொடு			ஐந்துசால்	ஊன்றிய	தூண்.	","Love, modesty, beneficence, benignant grace, With truth, are pillars five of perfect virtue's resting-place. "
பொருட்பால் , சான்றாண்மை ,"கொல்லா	நலத்தது	நோன்மை	பிறர்தீமை			சொல்லா	நலத்தது	சால்பு.	",The type of 'penitence' is virtuous good that nothing slays; To speak no ill of other men is perfect virtue's praise. 
பொருட்பால் , சான்றாண்மை ,"ஆற்றுவார்	ஆற்றல்	பணிதல்	அதுசான்றோர்			மாற்றாரை	மாற்றும்	படை.	",Submission is the might of men of mighty acts; the sage With that same weapon stills his foeman's rage. 
பொருட்பால் , சான்றாண்மை ,"சால்பிற்குக்	கட்டளை	யாதெனின்	தோல்வி			துலையல்லார்	கண்ணும்	கொளல்.	",What is perfection's test? The equal mind. To bear repulse from even meaner men resigned. 
பொருட்பால் , சான்றாண்மை ,"இன்னாசெய்	தார்க்கும்	இனியவே	செய்யாக்கால்			என்ன	பயத்ததோ	சால்பு.	","What fruit doth your perfection yield you, say! Unless to men who work you ill good repay? "
பொருட்பால் , சான்றாண்மை ,"இன்மை	ஒருவற்கு	இனிவன்று	சால்பென்னும்			திண்மைஉண்	டாகப்	பெறின்.	","To soul with perfect virtue's strength endued, Brings no disgrace the lack of every earthly good. "
பொருட்பால் , சான்றாண்மை ,"ஊழி	பெயரினும்	தாம்பெயரார்	சான்றாண்மைக்கு			ஆழி	எனப்படு	வார்.	","Call them of perfect virtue's sea the shore, Who, though the fates should fail, fail not for evermore. "
பொருட்பால் , சான்றாண்மை ,"சான்றவர்	சான்றாண்மை	குன்றின்	இருநிலந்தான்			தாங்காது	மன்னோ	பொறை.	","The mighty earth its burthen to sustain must cease, If perfect virtue of the perfect men decrease. "
பொருட்பால் , பண்புடைமை ,"எண்பதத்தால்	எய்தல்	எளிதென்ப	யார்மாட்டும்			பண்புடைமை	என்னும்	வழக்கு.	","Who easy access give to every man, they say, Of kindly courtesy will learn with ease the way. "
பொருட்பால் , பண்புடைமை ,"அன்புடைமை	ஆன்ற	குடிப்பிறத்தல்	இவ்விரண்டும்			பண்புடைமை	என்னும்	வழக்கு.	","Benevolence and high born dignity, These two are beaten paths of courtesy. "
பொருட்பால் , பண்புடைமை ,"உறுப்பொத்தல்	மக்களொப்பு	அன்றால்	வெறுத்தக்க			பண்பொத்தல்	ஒப்பதாம்	ஒப்பு.	",Men are not one because their members seem alike to outward view; Similitude of kindred quality makes likeness true. 
பொருட்பால் , பண்புடைமை ,"யனொடு	நன்றி	புரிந்த	பயனுடையார்			பண்புபா	ராட்டும்	உலகு.	","Of men of fruitful life, who kindly benefits dispense, The world unites to praise the 'noble excellence.' "
பொருட்பால் , பண்புடைமை ,"நகையுள்ளும்	இன்னா	திகழ்ச்சி	பகையுள்ளும்			பண்புள	பாடறிவார்	மாட்டு.	","Contempt is evil though in sport. They who man's nature know, E'en in their wrath, a courteous mind will show. "
பொருட்பால் , பண்புடைமை ,"பண்புடையார்ப்	பட்டுண்டு	உலகம்	அதுஇன்றேல்			மண்புக்கு	மாய்வது	மன்.	","The world abides; for 'worthy' men its weight sustain. Were it not so, 'twould fall to dust again. "
பொருட்பால் , பண்புடைமை ,"அரம்போலும்	கூர்மைய	ரேனும்	மரம்போல்வர்			மக்கட்பண்பு	இல்லா	தவர்.	","Though sharp their wit as file, as blocks they must remain, Whose souls are void of 'courtesy humane'. "
பொருட்பால் , பண்புடைமை ,"நண்பாற்றார்	ஆகி	நயமில	செய்வார்க்கும்			பண்பாற்றார்	ஆதல்	கடை.	","Though men with all unfriendly acts and wrongs assail, 'Tis uttermost disgrace in 'courtesy' to fail. "
பொருட்பால் , பண்புடைமை ,"நகல்வல்லர்	அல்லார்க்கு	மாயிரு	ஞாலம்			பகலும்பாற்	பட்டன்று	இருள்.	","To him who knows not how to smile in kindly mirth, Darkness in daytime broods o'er all the vast and mighty earth. "
பொருட்பால் , பண்புடைமை ,"பண்பிலான்	பெற்ற	பெருஞ்செல்வம்	நன்பால்			கலந்தீமை	யால்திரிந்	தற்று.	","Like sweet milk soured because in filthy vessel poured, Is ample wealth in churlish man's unopened coffers stored. "
பொருட்பால் , நன்றியில்செல்வம் ,"வைத்தான்வாய்	சான்ற	பெரும்பொருள்	அஃதுண்ணான்			செத்தான்	செயக்கிடந்தது	இல்.	","Who fills his house with ample store, enjoying none, Is dead. Nought with the useless heap is done. "
பொருட்பால் , நன்றியில்செல்வம் ,"பொருளானாம்	எல்லாமென்று	ஈயாது	இவறும்			மருளானாம்	மாணாப்	பிறப்பு	","Who giving nought, opines from wealth all blessing springs, Degraded birth that doting miser's folly brings. "
பொருட்பால் , நன்றியில்செல்வம் ,"ஈட்டம்	இவறி	இசைவேண்டா	ஆடவர்			தோற்றம்	நிலக்குப்	பொறை.	","Who lust to heap up wealth, but glory hold not dear, It burthens earth when on the stage of being they appear. "
பொருட்பால் , நன்றியில்செல்வம் ,"எச்சமென்று	என்எண்ணுங்	கொல்லோ	ஒருவரால்			நச்சப்	படாஅ	தவன்.	","Whom no one loves, when he shall pass away, What doth he look to leave behind, I pray? "
பொருட்பால் , நன்றியில்செல்வம் ,"கொடுப்பதூஉம்	துய்ப்பதூஉம்	இல்லார்க்கு	அடுக்கிய			கோடியுண்	டாயினும்	இல்.	","Amid accumulated millions they are poor, Who nothing give and nought enjoy of all they store. "
பொருட்பால் , நன்றியில்செல்வம் ,"ஏதம்	பெருஞ்செல்வம்	தான்துவ்வான்	தக்கார்க்கொன்று			ஈதல்	இயல்பிலா	தான்.	","Their ample wealth is misery to men of churlish heart, Who nought themselves enjoy, and nought to worthy men impart. "
பொருட்பால் , நன்றியில்செல்வம் ,"அற்றார்க்கொன்று	ஆற்றாதான்	செல்வம்	மிகநலம்			பெற்றாள்	தமியள்மூத்	தற்று.	","Like woman fair in lonelihood who aged grows, Is wealth of him on needy men who nought bestows. "
பொருட்பால் , நன்றியில்செல்வம் ,"நச்சப்	படாதவன்	செல்வம்	நடுவூருள்			நச்சு	மரம்பழுத்	தற்று.	","When he whom no man loves exults in great prosperity, 'Tis as when fruits in midmost of the town some poisonous tree. "
பொருட்பால் , நன்றியில்செல்வம் ,"அன்பொரீஇத்	தற்செற்று	அறநோக்காது	ஈட்டிய			ஒண்பொருள்	கொள்வார்	பிறர்.	","Who love abandon, self-afflict, and virtue's way forsake To heap up glittering wealth, their hoards shall others take. "
பொருட்பால் , நன்றியில்செல்வம் ,"சீருடைச்	செல்வர்	சிறுதுனி	மாரி			வறங்கூர்ந்	தனையது	உடைத்து.	","'Tis as when rain cloud in the heaven grows day, When generous wealthy man endures brief poverty. "
பொருட்பால் , நாணுடைமை ,"கருமத்தால்	நாணுதல்	நாணுந்	திருநுதல்			நல்லவர்	நாணுப்	பிற.	",To shrink abashed from evil deed is 'generous shame'; Other is that of bright-browed one of virtuous fame. 
பொருட்பால் , நாணுடைமை ,"ஊணுடை	எச்சம்	உயிர்க்கெல்லாம்	வேறல்ல			நாணுடைமை	மாந்தர்	சிறப்பு.	","Food, clothing, and other things alike all beings own; By sense of shame the excellence of men is known. "
பொருட்பால் , நாணுடைமை ,"ஊனைக்	குறித்த	உயிரெல்லாம்	நாண்என்னும்			நன்மை	குறித்தது	சால்பு.	","All spirits homes of flesh as habitation claim, And perfect virtue ever dwells with shame. "
பொருட்பால் , நாணுடைமை ,"அணிஅன்றோ	நாணுடைமை	சான்றோர்க்கு	அஃதின்றேல்			பிணிஅன்றோ	பீடு	நடை.	",And is not shame an ornament to men of dignity? Without it step of stately pride is piteous thing to see. 
பொருட்பால் , நாணுடைமை ,"பிறர்பழியும்	தம்பழியும்	நாணுவார்	நாணுக்கு			உறைபதி	என்னும்	உலகு.	","As home of virtuous shame by all the world the men are known, Who feel ashamed for others, guilt as for their own. "
பொருட்பால் , நாணுடைமை ,"நாண்வேலி	கொள்ளாது	மன்னோ	வியன்ஞாலம்			பேணலர்	மேலா	யவர்.	","Unless the hedge of shame inviolate remain, For men of lofty soul the earth's vast realms no charms retain. "
பொருட்பால் , நாணுடைமை ,"நாணால்	உயிரைத்	துறப்பர்	உயிர்ப்பொருட்டால்			நாண்துறவார்	நாணாள்	பவர்.	","The men of modest soul for shame would life an offering make, But ne'er abandon virtuous shame for life's dear sake. "
பொருட்பால் , நாணுடைமை ,"பிறர்நாணத்	தக்கது	தான்நாணா	னாயின்			அறம்நாணத்	தக்கது	உடைத்து.	","Though know'st no shame, while all around asha med must be: Virtue will shrink away ashamed of thee! "
பொருட்பால் , நாணுடைமை ,"குலஞ்சுடும்	கொள்கை	பிழைப்பின்	நலஞ்சுடும்			நாணின்மை	நின்றக்	கடை.	",'Twill race consume if right observance fail; 'Twill every good consume if shamelessness prevail. 
பொருட்பால் , நாணுடைமை ,"நாண்அகத்	தில்லார்	இயக்கம்	மரப்பாவை			நாணால்	உயிர்மருட்டி	அற்று.	","'Tis as with strings a wooden puppet apes life's functions, when Those void of shame within hold intercourse with men. "
பொருட்பால் , குடிசெயல்வகை ,"கருமம்	செயஒருவன்	கைதூவேன்	என்னும்			பெருமையின்	பீடுடையது	இல்.	","Who says 'I'll do my work, nor slack my hand', His greatness, clothed with dignity supreme, shall stand. "
பொருட்பால் , குடிசெயல்வகை ,"ஆள்வினையும்	ஆன்ற	அறிவும்	எனஇரண்டின்			நீள்வினையால்	நீளும்	குடி.	","The manly act and knowledge full, when these combine In deed prolonged, then lengthens out the race's line. "
பொருட்பால் , குடிசெயல்வகை ,"குடிசெய்வல்	என்னும்	ஒருவற்குத்	தெய்வம்			மடிதற்றுத்	தான்முந்	துறும்.	","'I'll make my race renowned,' if man shall say, With vest succinct the goddess leads the way. "
பொருட்பால் , குடிசெயல்வகை ,"சூழாமல்	தானே	முடிவெய்தும்	தம்குடியைத்			தாழாது	உஞற்று	பவர்க்கு.	","Who labours for his race with unremitting pain, Without a thought spontaneously, his end will gain. "
பொருட்பால் , குடிசெயல்வகை ,"குற்றம்	இலனாய்க்	குடிசெய்து	வாழ்வானைச்			சுற்றமாச்	சுற்றும்	உலகு.	","With blameless life who seeks to build his race's fame, The world shall circle him, and kindred claim. "
பொருட்பால் , குடிசெயல்வகை ,"நல்லாண்மை	என்பது	ஒருவற்குத்	தான்பிறந்த			இல்லாண்மை	ஆக்கிக்	கொளல்.	","Of virtuous manliness the world accords the praise To him who gives his powers, the house from which he sprang to raise. "
பொருட்பால் , குடிசெயல்வகை ,"அமரகத்து	வன்கண்ணர்	போலத்	தமரகத்தும்			ஆற்றுவார்	மேற்றே	பொறை.	",The fearless hero bears the brunt amid the warrior throng; Amid his kindred so the burthen rests upon the strong. 
பொருட்பால் , குடிசெயல்வகை ,"குடிசெய்வார்க்	கில்லை	பருவம்	மடிசெய்து			மானங்	கருதக்	கெடும்.	","Wait for no season, when you would your house uprear; 'Twill perish, if you wait supine, or hold your honour dear. "
பொருட்பால் , குடிசெயல்வகை ,"இடும்பைக்கே	கொள்கலம்	கொல்லோ	குடும்பத்தைக்			குற்ற	மறைப்பான்	உடம்பு.	","Is not his body vase that various sorrows fill, Who would his household screen from every ill? "
பொருட்பால் , குடிசெயல்வகை ,"இடுக்கண்கால்	கொன்றிட	வீழும்	அடுத்தூன்றும்			நல்லாள்	இலாத	குடி.	","When trouble the foundation saps the house must fall, If no strong hand be nigh to prop the tottering wall. "
பொருட்பால் , உழவு ,"சுழன்றும்ஏர்ப்	பின்னது	உலகம்	அதனால்			உழந்தும்	உழவே	தலை.	","Howe'er they roam, the world must follow still the plougher's team; Though toilsome, culture of the ground as noblest toil esteem. "
பொருட்பால் , உழவு ,"உழுவார்	உலகத்தார்க்கு	ஆணிஅஃ	தாற்றாது			எழுவாரை	எல்லாம்	பொறுத்து.	","The ploughers are the linch-pin of the world; they bear Them up who other works perform, too weak its toils to share. "
பொருட்பால் , உழவு ,"உழுதுண்டு	வாழ்வாரே	வாழ்வார்மற்	றெல்லாம்			தொழுதுண்டு	பின்செல்	பவர்.	","Who ploughing eat their food, they truly live: The rest to others bend subservient, eating what they give. "
பொருட்பால் , உழவு ,"பலகுடை	நீழலும்	தங்குடைக்கீழ்க்	காண்பர்			அலகுடை	நீழ	லவர்.	","O'er many a land they 'll see their monarch reign, Whose fields are shaded by the waving grain. "
பொருட்பால் , உழவு ,"இரவார்	இரப்பார்க்கொன்று	ஈவர்	கரவாது			கைசெய்தூண்	மாலை	யவர்.	","They nothing ask from others, but to askers give, Who raise with their own hands the food on which they live. "
பொருட்பால் , உழவு ,"உழவினார்	கைம்மடங்கின்	இல்லை	விழைவதூஉம்			விட்டேம்என்	பார்க்கும்	நிலை.	","For those who 've left what all men love no place is found, When they with folded hands remain who till the ground. "
பொருட்பால் , உழவு ,"தொடிப்புழுதி	கஃசா	உணக்கின்	பிடித்தெருவும்			வேண்டாது	சாலப்	படும்.	","Reduce your soil to that dry state, When ounce is quarter-ounce's weight; Without one handful of manure, Abundant crops you thus secure. "
பொருட்பால் , உழவு ,"ஏரினும்	நன்றால்	எருவிடுதல்	கட்டபின்			நீரினும்	நன்றதன்	காப்பு.	",To cast manure is better than to plough; Weed well; to guard is more than watering now 
பொருட்பால் , உழவு ,"செல்லான்	கிழவன்	இருப்பின்	நிலம்புலந்து			இல்லாளின்	ஊடி	விடும்.	","When master from the field aloof hath stood; Then land will sulk, like wife in angry mood. "
பொருட்பால் , உழவு ,"இலமென்று	அசைஇ	இருப்பாரைக்	காணின்			நிலமென்னும்	நல்லாள்	நகும்.	","The earth, that kindly dame, will laugh to see, Men seated idle pleading poverty. "
பொருட்பால் , நல்குரவு ,"இன்மையின்	இன்னாதது	யாதெனின்	இன்மையின்			இன்மையே	இன்னா	தது.	","You ask what sharper pain than poverty is known; Nothing pains more than poverty, save poverty alone. "
பொருட்பால் , நல்குரவு ,"இன்மை	எனவொரு	பாவி	மறுமையும்			இம்மையும்	இன்றி	வரும்.	",Malefactor matchless! poverty destroys This world's and the next world's joys. 
பொருட்பால் , நல்குரவு ,"தொல்வரவும்	தோலும்	கெடுக்கும்	தொகையாக			நல்குரவு	என்னும்	நசை.	","Importunate desire, which poverty men name, Destroys both old descent and goodly fame. "
பொருட்பால் , நல்குரவு ,"இற்பிறந்தார்	கண்ணேயும்	இன்மை	இளிவந்த			சொற்பிறக்கும்	சோர்வு	தரும்.	","From penury will spring, 'mid even those of noble race, Oblivion that gives birth to words that bring disgrace. "
பொருட்பால் , நல்குரவு ,"நல்குரவு	என்னும்	இடும்பையுள்	பல்குரைத்			துன்பங்கள்	சென்று	படும்.	","From poverty, that grievous woe, Attendant sorrows plenteous grow. "
பொருட்பால் , நல்குரவு ,"நற்பொருள்	நன்குணர்ந்து	சொல்லினும்	நல்கூர்ந்தார்			சொற்பொருள்	சோர்வு	படும்.	","Though deepest sense, well understood, the poor man's words convey, Their sense from memory of mankind will fade away. "
பொருட்பால் , நல்குரவு ,"அறஞ்சாரா	நல்குரவு	ஈன்றதா	யானும்			பிறன்போல	நோக்கப்	படும்.	","From indigence devoid of virtue's grace, The mother e'en that bare, estranged, will turn her face. "
பொருட்பால் , நல்குரவு ,"இன்றும்	வருவது	கொல்லோ	நெருநலும்			கொன்றது	போலும்	நிரப்பு.	","And will it come today as yesterday, The grief of want that eats my soul away? "
பொருட்பால் , நல்குரவு ,"நெருப்பினுள்	துஞ்சலும்	ஆகும்	நிரப்பினுள்			யாதொன்றும்	கண்பாடு	அரிது.	","Amid the flames sleep may men's eyelids close, In poverty the eye knows no repose. "
பொருட்பால் , நல்குரவு ,"துப்புர	வில்லார்	துவரத்	துறவாமை			உப்பிற்கும்	காடிக்கும்	கூற்று.	","Unless the destitute will utterly themselves deny, They cause their neighbour's salt and vinegar to die. "
பொருட்பால் , இரவு ,"இரக்க	இரத்தக்கார்க்	காணின்	கரப்பின்			அவர்பழி	தம்பழி	அன்று.	","When those you find from whom 'tis meet to ask,- for aid apply; Theirs is the sin, not yours, if they the gift deny. "
பொருட்பால் , இரவு ,"இன்பம்	ஒருவற்கு	இரத்தல்	இரந்தவை			துன்பம்	உறாஅ	வரின்.	","Even to ask an alms may pleasure give, If what you ask without annoyance you receive. "
பொருட்பால் , இரவு ,"கரப்பிலா	நெஞ்சின்	கடனறிவார்	முன்நின்று			இரப்புமோ	ரேஎர்	உடைத்து.	","The men who nought deny, but know what's due, before their face To stand as suppliants affords especial grace. "
பொருட்பால் , இரவு ,"இரத்தலும்	ஈதலே	போலும்	கரத்தல்			கனவிலும்	தேற்றாதார்	மாட்டு.	","Like giving alms, may even asking pleasant seem, From men who of denial never even dream. "
பொருட்பால் , இரவு ,"கரப்பிலார்	வையகத்து	உண்மையால்	கண்ணின்று			இரப்பவர்	மேற்கொள்	வது.	","Because on earth the men exist, who never say them nay, Men bear to stand before their eyes for help to pray. "
பொருட்பால் , இரவு ,"கரப்பிடும்பை	யில்லாரைக்	காணின்	நிரப்பிடும்பை			எல்லாம்	ஒருங்கு	கெடும்.	","It those you find from evil of 'denial' free, At once all plague of poverty will flee. "
பொருட்பால் , இரவு ,"இகழ்ந்தெள்ளாது	ஈவாரைக்	காணின்	மகிழ்ந்துள்ளம்			உள்ளுள்	உவப்பது	உடைத்து.	","If men are found who give and no harsh words of scorn employ, The minds of askers, through and through, will thrill with joy. "
பொருட்பால் , இரவு ,"இரப்பாரை	இல்லாயின்	ஈர்ங்கண்மா	ஞாலம்			மரப்பாவை	சென்றுவந்	தற்று.	","If askers cease, the mighty earth, where cooling fountains flow, Will be a stage where wooden puppets come and go. "
பொருட்பால் , இரவு ,"ஈவார்கண்	என்னுண்டாம்	தோற்றம்	இரந்துகோள்			மேவார்	இலாஅக்	கடை.	","What glory will there be to men of generous soul, When none are found to love the askers' role? "
பொருட்பால் , இரவு ,"இரப்பான்	வெகுளாமை	வேண்டும்	நிரப்பிடும்பை			தானேயும்	சாலும்	கரி.	",Askers refused from wrath must stand aloof; The plague of poverty itself is ample proof. 
பொருட்பால் , இரவச்சம் ,"கரவாது	உவந்தீயும்	கண்ணன்னார்	கண்ணும்			இரவாமை	கோடி	உறும்.	","Ten million-fold 'tis greater gain, asking no alms to live, Even from those, like eyes in worth, who nought concealing gladly give. "
பொருட்பால் , இரவச்சம் ,"இரந்தும்	உயிர்வாழ்தல்	வேண்டின்	பரந்து			கெடுக	உலகியற்றி	யான்.	","If he that shaped the world desires that men should begging go, Through life's long course, let him a wanderer be and perish so. "
பொருட்பால் , இரவச்சம் ,"இன்மை	இடும்பை	இரந்துதீர்	வாமென்னும்			வன்மையின்	வன்பாட்ட	தில்.	","Nothing is harder than the hardness that will say, 'The plague of penury by asking alms we'll drive away.' "
பொருட்பால் , இரவச்சம் ,"இடமெல்லாம்	கொள்ளாத்	தகைத்தே	இடமில்லாக்			காலும்	இரவொல்லாச்	சால்பு.	","Who ne'er consent to beg in utmost need, their worth Has excellence of greatness that transcends the earth. "
பொருட்பால் , இரவச்சம் ,"தெண்ணீர்	அடுபுற்கை	ஆயினும்	தாள்தந்தது			உண்ணலின்	ஊங்கினிய	தில்.	","Nothing is sweeter than to taste the toil-won cheer, Though mess of pottage as tasteless as the water clear. "
பொருட்பால் , இரவச்சம் ,"ஆவிற்கு	நீரென்று	இரப்பினும்	நாவிற்கு			இரவின்	இளிவந்த	தில்.	","E'en if a draught of water for a cow you ask, Nought's so distasteful to the tongue as beggar's task. "
பொருட்பால் , இரவச்சம் ,"இரப்பன்	இரப்பாரை	எல்லாம்	இரப்பின்			கரப்பார்	இரவன்மின்	என்று.	","One thing I beg of beggars all, 'If beg ye may, Of those who hide their wealth, beg not, I pray.' "
பொருட்பால் , இரவச்சம் ,"இரவென்னும்	ஏமாப்பில்	தோணி	கரவென்னும்			பார்தாக்கப்	பக்கு	விடும்.	",The fragile bark of beggary Wrecked on denial's rock will lie. 
பொருட்பால் , இரவச்சம் ,"இரவுள்ள	உள்ளம்	உருகும்	கரவுள்ள			உள்ளதூஉம்	இன்றிக்	கெடும்.	","The heart will melt away at thought of beggary, With thought of stern repulse 'twill perish utterly. "
பொருட்பால் , இரவச்சம் ,"கரப்பவர்க்கு	யாங்கொளிக்கும்	கொல்லோ	இரப்பவர்			சொல்லாடப்	போஒம்	உயிர்.	","E'en as he asks, the shamefaced asker dies; Where shall his spirit hide who help denies? "
பொருட்பால் , கயமை ,"மக்களே	போல்வர்	கயவர்	அவரன்ன			ஒப்பாரி	யாங்கண்ட	தில்.	","The base resemble men in outward form, I ween; But counterpart exact to them I've never seen. "
பொருட்பால் , கயமை ,"நன்றறி	வாரிற்	கயவர்	திருவுடையர்			நெஞ்சத்து	அவலம்	இலர்.	","Than those of grateful heart the base must luckier be, Their minds from every anxious thought are free! "
பொருட்பால் , கயமை ,"தேவர்	அனையர்	கயவர்	அவருந்தாம்			மேவன	செய்தொழுக	லான்.	",The base are as the Gods; they too Do ever what they list to do! 
பொருட்பால் , கயமை ,"அகப்பட்டி	ஆவாரைக்	காணின்	அவர஧ன்			மிகப்பட்டுச்	செம்மாக்கும்	கீழ்.	","When base men those behold of conduct vile, They straight surpass them, and exulting smile. "
பொருட்பால் , கயமை ,"அச்சமே	கீழ்களது	ஆசாரம்	எச்சம்			அவாவுண்டேல்	உண்டாம்	சிறிது.	","Fear is the base man's virtue; if that fail, Intense desire some little may avail. "
பொருட்பால் , கயமை ,"அறைபறை	அன்னர்	கயவர்தாம்	கேட்ட			மறைபிறர்க்கு	உய்த்துரைக்க	லான்.	","The base are like the beaten drum; for, when they hear The sound the secret out in every neighbour's ear. "
பொருட்பால் , கயமை ,"ஈர்ங்கை	விதிரார்	கயவர்	கொடிறுடைக்கும்			கூன்கையர்	அல்லா	தவர்க்கு.	","From off their moistened hands no clinging grain they shake, Unless to those with clenched fist their jaws who break. "
பொருட்பால் , கயமை ,"சொல்லப்	பயன்படுவர்	சான்றோர்	கரும்புபோல்			கொல்லப்	பயன்படும்	கீழ்.	","The good to those will profit yield fair words who use; The base, like sugar-cane, will profit those who bruise. "
பொருட்பால் , கயமை ,"உடுப்பதூஉம்	உண்பதூஉம்	காணின்	பிறர்மேல்			வடுக்காண	வற்றாகும்	கீழ்.	","If neighbours clothed and fed he see, the base Is mighty man some hidden fault to trace? "
பொருட்பால் , கயமை ,"எற்றிற்	குரியர்	கயவரொன்று	உற்றக்கால்			விற்றற்கு	உரியர்	விரைந்து.	","For what is base man fit, if griefs assail? Himself to offer, there and then, for sale! "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"அணங்குகொல்	ஆய்மயில்	கொல்லோ	கனங்குழை			மாதர்கொல்	மாலும்என்	நெஞ்சு.	","Goddess? or peafowl rare? She whose ears rich jewels wear, Is she a maid of human kind? All wildered is my mind! "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"நோக்கினாள்	நோக்கெதிர்	நோக்குதல்	தாக்கணங்கு			தானைக்கொண்	டன்ன	துடைத்து.	","She of the beaming eyes, To my rash look her glance replies, As if the matchless goddess' hand Led forth an armed band. "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"பண்டறியேன்	கூற்றென்	பதனை	இனியறிந்தேன்			பெண்டகையால்	பேரமர்க்	கட்டு.	","Death's form I formerly Knew not; but now 'tis plain to me; He comes in lovely maiden's guise, With soul-subduing eyes. "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"கண்டார்	உயிருண்ணும்	தோற்றத்தால்	பெண்டகைப்			பேதைக்கு	அமர்த்தன	கண்.	","In sweet simplicity, A woman's gracious form hath she; But yet those eyes, that drink my life, Are with the form at strife! "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"கூற்றமோ	கண்ணோ	பிணையோ	மடவரல்			நோக்கமிம்	மூன்றும்	உடைத்து.	","The light that on me gleams, Is it death's dart? or eye's bright beams? Or fawn's shy glance? All three appear In form of maiden here. "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"கொடும்புருவம்	கோடா	மறைப்பின்	நடுங்கஞர்			செய்யல	மன்இவள்	கண்.	","If cruel eye-brow's bow, Unbent, would veil those glances now; The shafts that wound this trembling heart Her eyes no more would dart. "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"கடாஅக்	களிற்றின்மேற்	கட்படாம்	மாதர்			படாஅ	முலைமேல்	துகில்.	","As veil o'er angry eyes Of raging elephant that lies, The silken cincture's folds invest This maiden's panting breast. "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"ஒண்ணுதற்	கோஒ	உடைந்ததே	ஞாட்பினுள்			நண்ணாரும்	உட்குமென்	பீடு.	","Ah! woe is me! my might, That awed my foemen in the fight, By lustre of that beaming brow Borne down, lies broken now! "
காமத்துப்பால் , தகையணங்குறுத்தல் ,"பிணையேர்	மடநோக்கும்	நாணும்	உடையாட்கு			அணியெவனோ	ஏதில	தந்து.	",Like tender fawn's her eye; Clothed on is she with modesty; What added beauty can be lent; By alien ornament? 
காமத்துப்பால் , தகையணங்குறுத்தல் ,"உண்டார்கண்	அல்லது	அடுநறாக்	காமம்போல்			கண்டார்	மகிழ்செய்தல்	இன்று.	","The palm-tree's fragrant wine, To those who taste yields joys divine; But love hath rare felicity For those that only see! "
காமத்துப்பால் , குறிப்பறிதல் ,"இருநோக்கு	இவளுண்கண்	உள்ளது	ஒருநோக்கு			நோய்நோக்கொன்	றந்நோய்	மருந்து.	",A double witchery have glances of her liquid eye; One glance is glance that brings me pain; the other heals again. 
